timestamp,symbol,open,high,low,close,volume,color
2025-08-18 09:31:00,NVDA,181.3105010986328,181.84500122070312,181.02000427246094,181.50999450683594,982716.0,green
2025-08-18 09:33:00,NVDA,181.67999267578125,182.125,181.61000061035156,181.97000122070312,2286507.0,green
2025-08-18 09:34:00,NVDA,181.97000122070312,182.42999267578125,181.9199981689453,182.4051055908203,945038.0,green
2025-08-18 09:35:00,NVDA,182.39999389648438,182.47500610351562,182.1699981689453,182.3157958984375,1050956.0,red
2025-08-18 09:36:00,NVDA,182.32000732421875,182.4259033203125,181.96009826660156,182.13999938964844,883807.0,red
2025-08-18 09:37:00,NVDA,182.1199951171875,182.1999969482422,182.01499938964844,182.07000732421875,605251.0,red
2025-08-18 09:38:00,NVDA,182.07000732421875,182.44000244140625,181.83009338378906,182.4199981689453,1047187.0,green
2025-08-18 09:39:00,NVDA,182.4199981689453,182.64999389648438,182.3699951171875,182.5299072265625,1238643.0,green
2025-08-18 09:40:00,NVDA,182.52000427246094,182.58999633789062,182.1999969482422,182.25999450683594,880881.0,red
2025-08-18 09:41:00,NVDA,182.2509002685547,182.75,182.22000122070312,182.44839477539062,899336.0,green
2025-08-18 09:42:00,NVDA,182.4499969482422,182.77999877929688,182.38999938964844,182.5,792576.0,green
2025-08-18 09:43:00,NVDA,182.5,182.55499267578125,182.1999969482422,182.23989868164062,730924.0,red
2025-08-18 09:44:00,NVDA,182.23550415039062,182.2949981689453,181.92999267578125,182.10000610351562,652336.0,red
2025-08-18 09:45:00,NVDA,182.08999633789062,182.25,182.0,182.15499877929688,695916.0,green
2025-08-18 09:46:00,NVDA,182.1649932861328,182.3800048828125,182.07000732421875,182.3383026123047,435426.0,green
2025-08-18 09:47:00,NVDA,182.3350067138672,182.52000427246094,182.17999267578125,182.47500610351562,709355.0,green
2025-08-18 09:48:00,NVDA,182.4700927734375,182.58999633789062,182.3125,182.4001007080078,570456.0,red
2025-08-18 09:49:00,NVDA,182.39010620117188,182.39999389648438,182.1501007080078,182.22000122070312,501987.0,red
2025-08-18 09:50:00,NVDA,182.22000122070312,182.3699951171875,182.0399932861328,182.17999267578125,575402.0,red
2025-08-18 09:51:00,NVDA,182.15499877929688,182.16000366210938,181.7906036376953,181.84300231933594,774024.0,red
2025-08-18 09:52:00,NVDA,181.8249969482422,181.97000122070312,181.6300048828125,181.8800048828125,625991.0,green
2025-08-18 09:53:00,NVDA,181.8896942138672,182.19000244140625,181.8000030517578,182.14999389648438,563251.0,green
2025-08-18 09:54:00,NVDA,182.14500427246094,182.19000244140625,181.9600067138672,182.07359313964844,370588.0,red
2025-08-18 09:55:00,NVDA,182.07000732421875,182.2299041748047,181.86000061035156,182.11000061035156,576205.0,green
2025-08-18 09:56:00,NVDA,182.10000610351562,182.3000030517578,182.05999755859375,182.21490478515625,405689.0,green
2025-08-18 09:57:00,NVDA,182.22999572753906,182.35499572753906,182.1999969482422,182.25579833984375,516613.0,green
2025-08-18 09:58:00,NVDA,182.2550048828125,182.27499389648438,182.0,182.01499938964844,387871.0,red
2025-08-18 09:59:00,NVDA,182.02999877929688,182.19000244140625,182.0200958251953,182.1732940673828,390364.0,green
2025-08-18 10:00:00,NVDA,182.19000244140625,182.3300018310547,182.1199951171875,182.1446075439453,437285.0,red
2025-08-18 10:01:00,NVDA,182.13999938964844,182.4499969482422,182.11000061035156,182.20989990234375,575587.0,green
2025-08-18 10:02:00,NVDA,182.20509338378906,182.30499267578125,182.0800018310547,182.19000244140625,367483.0,red
2025-08-18 10:03:00,NVDA,182.19000244140625,182.47999572753906,182.18499755859375,182.43980407714844,626535.0,green
2025-08-18 10:04:00,NVDA,182.44000244140625,182.5800018310547,182.4241943359375,182.42999267578125,689548.0,red
2025-08-18 10:05:00,NVDA,182.42999267578125,182.60499572753906,182.30999755859375,182.4949951171875,557765.0,green
2025-08-18 10:06:00,NVDA,182.4954071044922,182.6199951171875,182.4600067138672,182.5399932861328,467803.0,green
2025-08-18 10:07:00,NVDA,182.5399932861328,182.54580688476562,182.25,182.41000366210938,438044.0,red
2025-08-18 10:08:00,NVDA,182.40499877929688,182.47999572753906,182.0500030517578,182.05349731445312,443097.0,red
2025-08-18 10:09:00,NVDA,182.0500946044922,182.1199951171875,181.99000549316406,182.04010009765625,851920.0,red
2025-08-18 10:10:00,NVDA,182.0449981689453,182.25,182.02630615234375,182.2313995361328,470977.0,green
2025-08-18 10:11:00,NVDA,182.23500061035156,182.2899932861328,182.13999938964844,182.23199462890625,346748.0,green
2025-08-18 10:12:00,NVDA,182.24000549316406,182.4550018310547,182.2357940673828,182.39999389648438,445710.0,green
2025-08-18 10:13:00,NVDA,182.39010620117188,182.43499755859375,182.33999633789062,182.40989685058594,307815.0,green
2025-08-18 10:14:00,NVDA,182.41009521484375,182.44500732421875,182.33999633789062,182.42999267578125,328908.0,green
2025-08-18 10:15:00,NVDA,182.42579650878906,182.4499969482422,182.16900634765625,182.19529724121094,392749.0,red
2025-08-18 10:16:00,NVDA,182.17999267578125,182.3498992919922,182.16000366210938,182.3498992919922,211534.0,green
2025-08-18 10:17:00,NVDA,182.36000061035156,182.44000244140625,182.3000030517578,182.34500122070312,280153.0,red
2025-08-18 10:18:00,NVDA,182.34500122070312,182.4499969482422,182.3300018310547,182.39500427246094,392582.0,green
2025-08-18 10:19:00,NVDA,182.38999938964844,182.4499969482422,182.27000427246094,182.28500366210938,415214.0,red
2025-08-18 10:20:00,NVDA,182.28799438476562,182.38999938964844,182.21499633789062,182.2949981689453,341047.0,green
2025-08-18 10:21:00,NVDA,182.2899932861328,182.66000366210938,182.25,182.64500427246094,687074.0,green
2025-08-18 10:22:00,NVDA,182.63999938964844,182.9199981689453,182.63999938964844,182.822998046875,1014535.0,green
2025-08-18 10:23:00,NVDA,182.81500244140625,182.85000610351562,182.66000366210938,182.82839965820312,430300.0,green
2025-08-18 10:24:00,NVDA,182.8249969482422,182.8249969482422,182.3300018310547,182.63189697265625,733390.0,red
2025-08-18 10:25:00,NVDA,182.63999938964844,182.89999389648438,182.63999938964844,182.86500549316406,477469.0,green
2025-08-18 10:26:00,NVDA,182.86000061035156,182.9199981689453,182.8000030517578,182.8199005126953,478598.0,red
2025-08-18 10:27:00,NVDA,182.81419372558594,182.91000366210938,182.8000030517578,182.875,333769.0,green
2025-08-18 10:28:00,NVDA,182.88499450683594,182.93499755859375,182.67999267578125,182.6999969482422,584429.0,red
2025-08-18 10:29:00,NVDA,182.68499755859375,182.7707977294922,182.57249450683594,182.67999267578125,396205.0,red
2025-08-18 10:30:00,NVDA,182.67999267578125,182.69000244140625,182.4250030517578,182.55999755859375,448515.0,red
2025-08-18 10:31:00,NVDA,182.56809997558594,182.69500732421875,182.56500244140625,182.58580017089844,301239.0,green
2025-08-18 10:32:00,NVDA,182.58509826660156,182.66990661621094,182.17999267578125,182.43490600585938,419477.0,red
2025-08-18 10:33:00,NVDA,182.44020080566406,182.47999572753906,182.3300018310547,182.41000366210938,304000.0,red
2025-08-18 10:34:00,NVDA,182.41000366210938,182.4499969482422,182.25,182.28500366210938,311122.0,red
2025-08-18 10:35:00,NVDA,182.2899932861328,182.39999389648438,182.1999969482422,182.3000030517578,365961.0,green
2025-08-18 10:36:00,NVDA,182.2949981689453,182.30999755859375,182.0500030517578,182.11000061035156,482286.0,red
2025-08-18 10:37:00,NVDA,182.1009979248047,182.19000244140625,181.99000549316406,182.15499877929688,630088.0,green
2025-08-18 10:38:00,NVDA,182.16000366210938,182.27000427246094,182.10000610351562,182.12649536132812,447442.0,red
2025-08-18 10:39:00,NVDA,182.12579345703125,182.1407012939453,181.8699951171875,181.87420654296875,514483.0,red
2025-08-18 10:40:00,NVDA,181.86000061035156,181.9600067138672,181.83999633789062,181.86500549316406,451496.0,red
